2,5,0.0021082878112792967
2,10,0.003579378128051758
2,15,0.0050686120986938475
2,20,0.003071904182434082
5,5,0.0045097112655639645
5,10,0.009056901931762696
5,15,0.007872438430786133
5,20,0.009621524810791015
10,5,0.2381049156188965
10,10,0.3654195785522461
10,15,0.5737099409103393
10,20,1.1984111309051513
